,grp_uuid,user_id,request_time,grp_status,encrypt_data,grp_delete,st_files,st_dirs,st_successful,st_failed,st_expired,st_canceled,st_bytes_xfered,st_faults,st_skipped_errors,src_host_ep_id,dst_host_ep_id,complete_time
157,c068b6fe-aa22-11df-bf97-123139076201,16,2010-08-17 17:13:27.855803,2,False,False,4,0,4,0,0,0,39594137816,0,0,50,37,2010-08-18 03:01:01.705942
158,4a97eab8-abf2-11df-b4cc-123139076201,14,2010-08-20 00:31:36.679580,3,False,False,5,0,2,0,3,0,382844928,11,0,28,29,2010-08-20 00:43:01.583368
159,c58adcc4-abf4-11df-b4f1-123139076201,14,2010-08-20 00:49:21.952105,3,False,False,5,0,3,0,2,0,420519936,10,0,28,29,2010-08-20 01:06:02.395092
160,b6e26bbc-ab25-11df-bc0a-123139076201,16,2010-08-19 00:07:11.597653,2,False,False,664432,0,664432,0,0,0,2163878680569,7302,0,49,50,2010-08-20 14:17:01.517969
161,99b36744-ac8d-11df-b4b1-123139076201,32,2010-08-20 19:27:54.846926,3,False,False,694138,0,611848,0,82290,0,1474024662703,75805,0,79,80,2010-08-22 19:30:01.983815
162,a3bf7ac6-b164-11df-a3f5-123139076201,35,2010-08-26 22:52:44.691648,2,False,False,1,0,1,0,0,0,14495514720,0,0,88,84,2010-08-26 22:56:02.175530
163,b6d9c322-b179-11df-887d-123139076201,35,2010-08-27 01:23:36.181325,2,False,False,1,0,1,0,0,0,14495514720,27,0,88,84,2010-08-27 01:35:01.731160
164,3a152bec-b22d-11df-abb5-123139076201,11,2010-08-27 22:48:36.254438,3,False,False,29,0,0,0,29,0,0,15748,0,89,70,2010-08-28 04:49:01.529124
165,51cd626a-b2a3-11df-a14e-123139076201,35,2010-08-28 12:53:56.665218,2,False,False,17,0,17,0,0,0,184817813088,717,0,88,84,2010-08-28 13:53:02.010257
166,e7ffb23a-b43b-11df-b38b-123139076201,31,2010-08-30 13:38:43.311974,2,False,False,2,0,2,0,0,0,4173,0,0,78,77,2010-08-30 13:39:01.874751
167,83f6b2b0-b43c-11df-9183-123139076201,31,2010-08-30 13:43:15.063770,2,False,False,1,0,1,0,0,0,1131,0,0,78,77,2010-08-30 13:44:02.499350
168,acfc9a6c-b43c-11df-8482-123139076201,31,2010-08-30 13:44:24.294295,2,False,False,1,0,1,0,0,0,1131,0,0,78,77,2010-08-30 13:45:02.012220
169,6794a11c-b4c9-11df-a57e-123139076201,31,2010-08-31 06:31:45.850042,3,False,False,10000,0,0,0,0,10000,0,11265,0,90,90,2010-08-31 07:04:01.839907
170,4ac99ffc-b4d2-11df-a5c2-123139076201,31,2010-08-31 07:35:13.576392,3,False,False,1,0,0,0,0,1,0,13,0,177,177,2010-08-31 07:38:02.429381
171,9e934b38-b4d2-11df-8a19-123139076201,31,2010-08-31 07:37:34.130150,2,False,False,1,0,1,0,0,0,2097152,0,0,177,177,2010-08-31 07:38:02.429382
172,e024fe52-b4d2-11df-ac16-123139076201,31,2010-08-31 07:39:24.137668,3,False,False,10000,0,1,0,0,9999,2097152,3645,0,177,177,2010-08-31 07:45:01.980319
173,99f50fb6-b4d3-11df-8a53-123139076201,31,2010-08-31 07:44:35.880154,3,False,False,10000,0,408,0,0,9592,828375040,94821,0,177,177,2010-08-31 13:41:02.029172
174,14df94f4-b514-11df-9e0b-123139076201,31,2010-08-31 15:26:09.908954,2,False,False,1,0,1,0,0,0,1131,0,0,78,77,2010-08-31 15:27:01.930055
175,39378226-b514-11df-95e9-123139076201,31,2010-08-31 15:27:10.862248,2,False,False,1,0,1,0,0,0,684,0,0,177,77,2010-08-31 15:28:02.476489
176,7104ab92-b510-11df-ad03-123139076201,31,2010-08-31 15:00:09.888393,3,False,False,10000,0,0,0,0,10000,0,0,0,177,177,2010-08-31 17:04:01.954665
177,66456c28-b510-11df-a274-123139076201,31,2010-08-31 14:59:48.467468,3,False,False,10000,0,455,0,9545,0,945815552,101760,0,177,177,2010-08-31 21:01:01.748043
178,5e11bd82-b52d-11df-9888-123139076201,32,2010-08-31 18:27:10.112986,2,False,False,82290,0,82290,0,0,0,140176000355,1826,0,79,80,2010-09-01 00:40:01.584593
179,eb7aaabc-b72b-11df-a04a-123139076201,35,2010-09-03 07:21:50.692777,3,False,False,16,0,1,0,0,15,10871636064,15,0,88,84,2010-09-03 07:24:01.655508
180,1d26f5d4-b72c-11df-b065-123139076201,35,2010-09-03 07:23:14.025285,2,False,False,6,0,6,0,0,0,86973088320,279,0,88,84,2010-09-03 08:12:01.661139
181,364389d8-b966-11df-a454-123139076201,35,2010-09-06 03:24:09.308284,2,False,False,17,0,17,0,0,0,184817813088,0,0,88,84,2010-09-06 03:42:02.308783
182,fdd6a436-b974-11df-9d4f-123139076201,35,2010-09-06 05:09:57.079194,2,False,False,16,0,16,0,0,0,173946177024,0,0,88,84,2010-09-06 05:24:01.838158
183,b9854458-ba1a-11df-9f81-123139076201,14,2010-09-07 00:56:18.918499,2,False,False,5,0,5,0,0,0,1600020480,0,0,28,29,2010-09-07 00:58:02.176866
184,65ed1e0a-ba1b-11df-aecb-123139076201,14,2010-09-07 01:01:08.186321,2,False,False,5,0,5,0,0,0,1600020480,0,0,28,29,2010-09-07 01:03:02.296862
185,dbf4263e-ba1b-11df-ad7a-123139076201,14,2010-09-07 01:04:26.195084,2,False,False,5,0,5,0,0,0,1600020480,0,0,28,29,2010-09-07 01:06:01.585142
186,52e8c042-ba1c-11df-8951-123139076201,14,2010-09-07 01:07:45.764453,3,False,False,5,0,0,0,5,0,0,25,0,28,30,2010-09-07 01:19:02.207027
187,641cc800-bd13-11df-85d1-123139076201,31,2010-09-10 19:41:22.635552,3,False,False,1,0,0,0,1,0,0,292,0,175,175,2010-09-11 01:43:02.343186
188,14a03630-bd14-11df-9933-123139076201,31,2010-09-10 19:46:18.775314,3,False,False,1,0,0,0,1,0,0,286,0,175,175,2010-09-11 01:48:01.986072
189,6ffd9a3a-bdce-11df-944f-123139076201,20,2010-09-11 18:00:18.461166,2,False,False,1,0,1,0,0,0,4,0,0,35,35,2010-09-11 18:01:01.573796
190,b32e9e76-bdce-11df-b0cb-123139076201,20,2010-09-11 18:02:11.191575,2,False,False,1,0,1,0,0,0,4,0,0,35,35,2010-09-11 18:03:01.610876
191,28d2aefc-bdfb-11df-b4e6-123139076201,20,2010-09-11 23:20:26.409118,3,False,False,1,0,0,0,1,0,0,0,0,35,35,2010-09-12 05:21:01.854694
192,3cd7ee30-bdfb-11df-b534-123139076201,20,2010-09-11 23:20:59.997875,3,False,False,1,0,0,0,1,0,0,0,0,35,35,2010-09-12 05:22:02.397371
193,7d80deaa-be6a-11df-80fc-123139076201,20,2010-09-12 12:37:22.624524,2,False,False,1,0,1,0,0,0,4,0,0,35,35,2010-09-12 12:40:01.718012
194,e3b1bdac-be6a-11df-b2cc-123139076201,20,2010-09-12 12:40:14.082536,2,False,False,1,0,1,0,0,0,4,0,0,35,35,2010-09-12 12:41:02.273952
195,1ed6f794-be6b-11df-a200-123139076201,20,2010-09-12 12:41:53.290614,2,False,False,1,0,1,0,0,0,4,0,0,35,35,2010-09-12 12:43:02.293553
196,8d00a70a-be85-11df-be6e-123139076201,20,2010-09-12 15:51:05.030000,2,False,False,1,0,1,0,0,0,4,0,0,35,35,2010-09-12 15:52:02.278071
197,b6bcd37e-bf6c-11df-adfc-123139076201,20,2010-09-13 19:25:48.800509,2,False,False,1,0,1,0,0,0,4,0,0,35,35,2010-09-13 19:30:01.897788
198,5e12a31a-bf72-11df-af90-123139076201,20,2010-09-13 20:06:17.037228,2,False,False,1,0,1,0,0,0,0,0,0,35,35,2010-09-13 20:07:01.849793
199,2f49bf9c-bfc1-11df-8a3c-123139076201,14,2010-09-14 05:30:28.789035,2,False,False,5,0,5,0,0,0,1068392448,2,0,28,29,2010-09-14 05:34:02.127311
200,43e9007a-bfd0-11df-babd-123139076201,37,2010-09-14 07:18:25.834658,2,False,False,1,0,1,0,0,0,807103,0,0,189,188,2010-09-14 07:19:01.864576
201,97d1272e-bff0-11df-9437-123139076201,20,2010-09-14 11:09:50.485446,2,False,False,1,0,1,0,0,0,4,0,0,35,36,2010-09-14 11:11:02.232978
202,82974590-bff1-11df-8695-123139076201,20,2010-09-14 11:16:24.390950,2,False,False,1,0,1,0,0,0,0,0,0,35,36,2010-09-14 11:17:02.198232
203,87eefd74-bff3-11df-ac76-123139076201,20,2010-09-14 11:30:52.337165,2,False,False,1,0,1,0,0,0,4,0,0,35,36,2010-09-14 11:32:01.938340
204,1012d7ba-c009-11df-aabb-123139076201,20,2010-09-14 14:05:00.163214,2,False,False,1,0,1,0,0,0,4,0,0,35,36,2010-09-14 14:06:01.569320
205,31c0211a-c009-11df-849c-123139076201,20,2010-09-14 14:05:56.663558,2,False,False,1,0,1,0,0,0,4,0,0,35,36,2010-09-14 14:07:01.929829
206,49e5c240-c009-11df-a89a-123139076201,20,2010-09-14 14:06:37.183261,2,False,False,1,0,1,0,0,0,268435456,0,0,35,36,2010-09-14 14:14:02.435999
207,f11c4dfc-c051-11df-b85f-123139076201,35,2010-09-14 22:46:41.489642,2,False,False,17,0,17,0,0,0,184817813088,3065,0,88,84,2010-09-15 01:36:02.217068
208,331d412c-c0b4-11df-90d2-123139076201,20,2010-09-15 10:30:02.896385,2,False,False,1,0,1,0,0,0,4,0,0,35,36,2010-09-15 10:32:01.970255
209,2eccddb2-c0be-11df-ad56-123139076201,20,2010-09-15 11:41:30.629410,2,False,False,1,0,1,0,0,0,0,0,0,35,36,2010-09-15 11:42:01.685822
210,1ed23636-c0bf-11df-bb74-123139076201,20,2010-09-15 11:48:13.313228,2,False,False,1,0,1,0,0,0,31433,0,0,35,36,2010-09-15 11:49:02.088738
211,2a9f24be-c197-11df-86ff-123139076201,20,2010-09-16 13:34:44.417827,2,False,False,1,0,1,0,0,0,31433,0,0,35,36,2010-09-16 13:35:02.379182
212,8ae06b3a-c1a1-11df-9dab-123139076201,20,2010-09-16 14:49:00.876735,2,False,False,1,0,1,0,0,0,31433,0,0,35,36,2010-09-16 14:50:01.709080
213,a4ab14e0-c271-11df-9da1-123139076201,36,2010-09-17 15:38:39.451363,3,False,False,1,0,0,0,1,0,0,29,0,186,187,2010-09-17 15:49:02.389892
214,f8f9c852-c271-11df-a7a7-123139076201,36,2010-09-17 15:41:00.898590,3,False,False,1,0,0,0,1,0,0,29,0,186,187,2010-09-17 15:52:01.705331
215,3abba652-c272-11df-bb4e-123139076201,36,2010-09-17 15:42:51.216296,3,False,False,1,0,0,0,1,0,0,28,0,186,187,2010-09-17 15:54:01.620425
216,e799c82c-c272-11df-9c9e-123139076201,36,2010-09-17 15:47:41.258112,3,False,False,1,0,0,0,1,0,0,28,0,186,187,2010-09-17 15:58:01.660003
217,0e101890-c27c-11df-9b6d-123139076201,36,2010-09-17 16:53:11.241893,3,False,False,1,0,0,0,1,0,0,27,0,186,187,2010-09-17 17:04:01.870223
218,525c96c2-c27c-11df-b426-123139076201,36,2010-09-17 16:55:05.836483,3,False,False,1,0,0,0,1,0,0,27,0,186,187,2010-09-17 17:06:01.949348
219,9e5976e4-c27c-11df-b8ee-123139076201,36,2010-09-17 16:57:13.326061,3,False,False,1,0,0,0,1,0,0,28,0,186,187,2010-09-17 17:08:01.855053
220,cc2d848e-c27c-11df-a135-123139076201,36,2010-09-17 16:58:30.205706,3,False,False,1,0,0,0,1,0,0,28,0,186,187,2010-09-17 17:09:02.235170
221,ca578fb2-c26b-11df-abef-123139076201,36,2010-09-17 14:56:45.676196,3,False,False,1,0,0,0,1,0,0,1198,0,186,187,2010-09-18 14:57:01.998479
222,61a482f6-c26e-11df-9ec5-123139076201,36,2010-09-17 15:15:18.509713,3,False,False,1,0,0,0,1,0,0,1167,0,186,187,2010-09-18 15:16:02.429988
223,46a98116-c270-11df-9513-123139076201,36,2010-09-17 15:28:52.242757,3,False,False,1,0,0,0,1,0,0,1143,0,186,187,2010-09-18 15:29:02.348535
224,10ebc1e4-c27d-11df-b041-123139076201,36,2010-09-17 17:00:25.533071,3,False,False,1,0,0,0,1,0,0,993,0,186,187,2010-09-18 17:01:01.900390
225,ab5c13b8-c71f-11df-93fa-123139076201,20,2010-09-23 14:34:27.780159,2,False,False,1,0,1,0,0,0,31433,0,0,35,36,2010-09-23 14:36:02.404861
226,972772a2-c9d6-11df-8518-123139076201,29,2010-09-27 01:28:54.097371,3,False,False,1,0,0,0,0,1,0,19,0,195,196,2010-09-27 01:34:01.677913
227,3c32177a-c9d7-11df-9777-123139076201,29,2010-09-27 01:33:30.981525,3,False,False,1,0,0,0,0,1,0,3,0,195,196,2010-09-27 01:36:02.046635
228,8cef8242-c9d7-11df-b4f4-123139076201,29,2010-09-27 01:35:46.460272,2,False,False,1,0,1,0,0,0,1435,0,0,195,196,2010-09-27 01:36:02.046636
229,02157784-ca3c-11df-b118-123139042a22,29,2010-09-27 13:34:52.629686,2,False,False,10,0,10,0,0,0,9769240,0,0,195,196,2010-09-27 13:34:59.404301
230,8fbf1c70-ca3c-11df-95c8-123139042a22,29,2010-09-27 13:38:50.299866,2,False,False,10,0,10,0,0,0,9769240,0,0,195,196,2010-09-27 13:39:00.181922
231,1c4cfa30-ca3e-11df-b478-123139042a22,6,2010-09-27 13:49:55.601146,3,False,False,400,1,32,0,0,369,3124903680,36,0,197,197,2010-09-27 13:53:16.587361
232,400f1de6-ca42-11df-b4b1-123139042a22,1,2010-09-27 14:19:33.586793,2,False,False,10,0,10,0,0,0,1048576000,0,0,2,1,2010-09-27 14:20:18.356173
233,1411b25e-ca46-11df-9ffc-123139042a22,1,2010-09-27 14:46:57.765142,3,False,False,1,0,0,0,0,1,0,0,0,198,1,2010-09-27 15:13:19.314749
234,56e08ef2-ca4b-11df-96d6-123139042a22,1,2010-09-27 15:24:37.334172,3,False,False,1,0,0,0,0,1,0,0,0,198,1,2010-09-27 15:25:27.641607
235,7401f564-ca43-11df-87a2-123139042a22,1,2010-09-27 14:28:10.232779,2,False,False,20000,1,20001,0,0,0,2097152000000,139,0,2,1,2010-09-27 18:00:20.234443
236,df8c5918-ca67-11df-9b4f-123139042a22,1,2010-09-27 18:48:52.538102,3,False,False,0,1,0,0,0,1,0,16,0,2,1,2010-09-27 18:50:17.881714
237,50a00b9a-ca68-11df-9fd1-123139042a22,1,2010-09-27 18:52:02.249759,2,False,False,3,1,4,0,0,0,15,26,0,2,1,2010-09-27 18:55:35.743226
238,245cfa20-ca68-11df-b31a-123139042a22,1,2010-09-27 18:50:48.014017,2,False,False,3,1,4,0,0,0,15,27,0,2,1,2010-09-27 18:55:40.956579
239,16c21048-ca69-11df-b3b8-123139042a22,1,2010-09-27 18:57:34.677613,2,False,False,3,1,4,0,0,0,15,60,0,2,1,2010-09-27 19:07:57.226014
240,844e5996-ca69-11df-9101-123139042a22,1,2010-09-27 19:00:38.452584,3,False,False,3,1,1,0,0,3,0,61,0,2,1,2010-09-27 19:07:59.733706
241,7840a36c-ca6d-11df-9c11-123139042a22,1,2010-09-27 19:28:56.217401,3,False,False,3,1,1,0,0,3,0,19,0,2,1,2010-09-27 19:30:51.597968
242,1679d526-ca6e-11df-84b8-123139042a22,1,2010-09-27 19:33:21.672260,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 19:33:45.722713
243,38c8a544-ca6e-11df-9bc8-123139042a22,1,2010-09-27 19:34:19.230934,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 19:34:40.416474
244,af32296c-ca6e-11df-bb13-123139042a22,1,2010-09-27 19:37:37.893563,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 19:37:56.661955
245,b3ae1a70-ca76-11df-a202-123139042a22,6,2010-09-27 20:35:01.390705,2,False,False,1,0,1,0,0,0,2844,0,0,197,197,2010-09-27 20:35:12.226995
246,41a4e5f6-ca78-11df-a897-123139042a22,1,2010-09-27 20:46:09.063891,3,False,False,3,1,1,0,0,3,0,1,0,2,1,2010-09-27 20:46:29.267878
247,39ac2b2a-ca78-11df-a842-123139042a22,1,2010-09-27 20:45:55.689257,3,False,False,3,1,1,0,0,3,0,3,0,2,1,2010-09-27 20:46:35.891452
248,24293c2a-ca78-11df-b147-123139042a22,1,2010-09-27 20:45:19.599079,3,False,False,3,1,1,0,0,3,0,7,0,2,1,2010-09-27 20:46:39.851172
249,e4074088-ca77-11df-a822-123139042a22,1,2010-09-27 20:43:32.002166,3,False,False,3,1,1,0,0,3,0,22,0,2,1,2010-09-27 20:46:52.621353
250,4da29b28-ca78-11df-9b03-123139042a22,1,2010-09-27 20:46:29.181052,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 20:46:54.546062
251,953e8eaa-ca79-11df-a9a0-123139042a22,1,2010-09-27 20:55:38.818128,3,False,False,3,1,1,0,0,3,0,0,0,2,1,2010-09-27 20:55:53.999321
252,9df74a28-ca79-11df-bd8c-123139042a22,1,2010-09-27 20:55:53.450525,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 20:56:22.026883
253,74daead6-ca7a-11df-86bf-123139042a22,6,2010-09-27 21:01:53.974903,3,False,False,1,0,0,0,0,1,0,0,0,197,197,2010-09-27 21:01:59.192565
254,81b7a398-ca7a-11df-b91a-123139042a22,6,2010-09-27 21:02:15.553984,3,False,False,0,1,0,0,0,1,0,1,0,197,197,2010-09-27 21:02:30.717798
255,65d50e5e-ca7f-11df-8504-123139042a22,1,2010-09-27 21:37:16.254125,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 21:37:42.713439
256,8379c3b4-ca7f-11df-983f-123139042a22,1,2010-09-27 21:38:05.987432,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 21:38:32.189559
257,a9f6c924-ca7f-11df-bbc7-123139042a22,1,2010-09-27 21:39:10.560254,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 21:39:31.944202
258,316329e8-ca80-11df-89d1-123139042a22,1,2010-09-27 21:42:57.763394,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 21:43:22.696347
259,e09c065a-ca80-11df-beeb-123139042a22,1,2010-09-27 21:47:51.737252,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 21:48:19.965391
260,b8255166-ca82-11df-96c5-123139042a22,1,2010-09-27 22:01:02.849429,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 22:01:20.808239
261,eccd063e-ca82-11df-9c15-123139042a22,1,2010-09-27 22:02:31.190506,2,False,False,3,1,4,0,0,0,15,0,0,2,1,2010-09-27 22:02:52.289438
262,aadd8f64-ca87-11df-ac65-123139042a22,14,2010-09-27 22:36:28.046500,3,False,False,0,1,0,0,0,1,0,2,0,28,31,2010-09-27 22:38:24.025898
263,bcabc0a6-ca89-11df-a382-123139042a22,14,2010-09-27 22:51:16.912950,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-27 22:51:53.793682
264,b7dd1dae-ca89-11df-806e-123139042a22,14,2010-09-27 22:51:08.853688,2,False,False,5,0,5,0,0,0,1600020480,0,0,28,29,2010-09-27 22:52:01.800266
265,d4d19386-ca89-11df-ae59-123139042a22,14,2010-09-27 22:51:57.425702,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-27 22:52:30.179632
266,e9fcc7ee-ca89-11df-a5a1-123139042a22,14,2010-09-27 22:52:32.941039,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-27 22:53:09.125367
267,021eac98-ca8a-11df-8e05-123139042a22,14,2010-09-27 22:53:13.428880,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-27 22:53:45.520960
268,1744ed80-ca8a-11df-ac8e-123139042a22,14,2010-09-27 22:53:48.911311,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-27 22:54:21.465384
269,c9ed06fc-ca8a-11df-baea-123139042a22,14,2010-09-27 22:58:48.647524,2,False,False,225,1,226,0,0,0,980494,0,0,200,201,2010-09-27 23:01:31.983727
270,c04a00c6-ca8c-11df-bf2c-123139042a22,14,2010-09-27 23:12:51.473170,2,False,False,1,0,1,0,0,0,807103,0,0,200,202,2010-09-27 23:13:17.507197
271,f31aa24e-ca8c-11df-adf8-123139042a22,14,2010-09-27 23:14:16.732047,2,False,False,1,0,1,0,0,0,807103,0,0,200,32,2010-09-27 23:14:33.697321
272,4d54bd12-ca88-11df-a02e-123139042a22,14,2010-09-27 22:41:00.625432,3,False,False,0,1,0,0,0,1,0,116,0,28,31,2010-09-27 23:59:13.065809
273,38dbd56a-cb81-11df-b238-123139042a22,37,2010-09-29 04:22:50.957494,3,False,False,0,1,0,0,0,1,0,13,0,188,189,2010-09-29 04:25:05.575156
274,0b437be2-cb83-11df-86b5-123139042a22,14,2010-09-29 04:35:53.455221,3,False,False,0,1,0,0,0,1,0,1,0,200,203,2010-09-29 04:39:26.632844
275,a1adbc8c-cb83-11df-9429-123139042a22,14,2010-09-29 04:40:05.809467,2,False,False,225,1,226,0,0,0,980494,0,0,200,203,2010-09-29 04:42:49.391927
276,5ca82f40-cb8e-11df-9c20-123139042a22,37,2010-09-29 05:56:54.474659,3,False,False,0,1,0,0,0,1,0,3,0,204,205,2010-09-29 05:57:44.302965
277,894dd1de-cb8f-11df-885d-123139042a22,37,2010-09-29 06:05:18.876636,3,False,False,0,1,0,0,0,1,0,1,0,204,205,2010-09-29 06:05:48.697399
278,58f528ac-cb8f-11df-ae38-123139042a22,14,2010-09-29 06:03:57.764595,2,False,False,225,1,226,0,0,0,980494,0,0,200,203,2010-09-29 06:07:23.027925
279,c121f3ce-cc16-11df-8fd4-123139042a22,7,2010-09-29 22:13:14.605646,3,False,False,0,1,0,0,0,1,0,41,0,206,207,2010-09-29 22:21:13.481427
280,5222433e-cc20-11df-a0a2-123139042a22,37,2010-09-29 23:21:43.341940,2,False,False,1,0,1,0,0,0,807103,0,0,204,205,2010-09-29 23:22:10.396401
281,cdaf9c28-cc5b-11df-8f5f-123139042a22,14,2010-09-30 06:27:30.940937,2,False,False,5,0,5,0,0,0,1600020480,0,0,28,29,2010-09-30 06:28:25.773236
282,d98154b0-cc5b-11df-817e-123139042a22,14,2010-09-30 06:27:50.764399,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-30 06:28:27.748064
283,f1a7aa76-cc5b-11df-bba5-123139042a22,14,2010-09-30 06:28:31.280986,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-30 06:29:02.882574
284,06d21ea4-cc5c-11df-86ad-123139042a22,14,2010-09-30 06:29:06.791404,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-30 06:29:37.799019
285,1c02846c-cc5c-11df-bdc6-123139042a22,14,2010-09-30 06:29:42.340881,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-30 06:30:15.213999
286,312b394c-cc5c-11df-a2a8-123139042a22,14,2010-09-30 06:30:17.839567,2,False,False,1,0,1,0,0,0,320004096,0,0,28,29,2010-09-30 06:30:56.235225
287,507d646e-cc5c-11df-acd8-123139042a22,14,2010-09-30 06:31:10.387673,2,False,False,225,1,226,0,0,0,980494,0,0,200,201,2010-09-30 06:33:43.984623
288,c167550e-cc5c-11df-8665-123139042a22,14,2010-09-30 06:34:19.825548,2,False,False,1,0,1,0,0,0,807103,0,0,200,202,2010-09-30 06:34:45.811093
289,f1b7e28c-cc5c-11df-bbd8-123139042a22,14,2010-09-30 06:35:40.890069,2,False,False,1,0,1,0,0,0,807103,0,0,200,32,2010-09-30 06:35:59.140280
290,9e166638-cd85-11df-8a43-123139042a22,7,2010-10-01 17:59:21.103484,3,False,False,1,0,0,0,0,1,0,0,0,23,22,2010-10-01 18:02:46.632238
291,c878c4b8-cd79-11df-a8c5-123139042a22,7,2010-10-01 16:34:38.258683,3,False,False,31348,1,31256,0,0,93,31460010286881,1807,0,206,207,2010-10-03 23:18:20.777427
292,204e5062-d05f-11df-86ff-123139042a22,20,2010-10-05 09:01:22.689669,2,False,False,1,0,1,0,0,0,299,0,0,36,36,2010-10-05 09:01:35.965288
293,b6bad118-d10b-11df-9d1a-123139042a22,14,2010-10-06 05:36:48.502867,2,False,False,1,0,1,0,0,0,807103,0,0,29,28,2010-10-06 05:37:16.063614
294,dae3cd7e-d10b-11df-ba1f-123139042a22,14,2010-10-06 05:37:49.169221,2,False,False,1,0,1,0,0,0,807103,0,0,29,33,2010-10-06 05:38:07.073874
295,88045734-d10d-11df-b5cf-123139042a22,14,2010-10-06 05:49:49.118814,3,False,False,0,1,0,0,0,1,0,2,0,29,33,2010-10-06 05:50:17.953562
296,52035cf2-d4af-11df-9393-123139042a22,35,2010-10-10 20:45:30.479715,2,False,False,17,0,17,0,0,0,184817813088,8,0,88,84,2010-10-10 21:31:25.923696
297,21c2d680-d4a5-11df-9086-123139042a22,35,2010-10-10 19:32:34.559387,2,False,False,17,0,17,0,0,0,184817813088,49,0,88,84,2010-10-10 21:41:56.449878
298,016b6f5a-d626-11df-942e-123139042a22,7,2010-10-12 17:27:36.534784,3,False,False,1,0,0,0,0,1,0,0,0,209,207,2010-10-12 17:29:02.295726
299,27b4bd64-d627-11df-9e12-123139042a22,7,2010-10-12 17:35:50.270733,3,False,False,1,0,0,0,0,1,0,17,0,210,210,2010-10-12 17:39:57.476368
300,7ead6174-d704-11df-84e3-123139042a22,24,2010-10-13 20:00:14.955514,3,False,False,1,0,0,0,0,1,0,4,0,211,212,2010-10-13 20:00:49.735379
301,ae87a788-d704-11df-8bc0-123139042a22,24,2010-10-13 20:01:35.238900,3,False,False,0,1,0,1,0,0,0,1,0,211,212,2010-10-13 20:01:37.168162
302,ba1cb2be-d704-11df-888f-123139042a22,24,2010-10-13 20:01:54.670844,3,False,False,0,1,0,1,0,0,0,1,0,211,212,2010-10-13 20:01:57.204133
303,c9016694-d704-11df-b5f0-123139042a22,24,2010-10-13 20:02:19.657527,2,False,False,19,1,20,0,0,0,13711553,0,0,211,212,2010-10-13 20:02:49.292691
304,04d4fa90-d706-11df-8f0d-123139042a22,24,2010-10-13 20:11:09.532328,2,False,False,19,1,20,0,0,0,13711553,0,0,211,212,2010-10-13 20:11:46.182345
305,9de35966-d706-11df-bf3b-123139042a22,24,2010-10-13 20:15:26.317904,2,False,False,19,1,20,0,0,0,13711553,0,0,211,212,2010-10-13 20:16:15.483194
306,0c5effd6-d7a1-11df-a752-123139042a22,24,2010-10-14 14:40:54.168130,2,False,False,19,1,20,0,0,0,13711553,2,0,211,214,2010-10-14 14:42:11.734237
307,4cf0a4ce-d7af-11df-ad96-123139042a22,24,2010-10-14 16:22:55.451409,2,False,False,19,1,20,0,0,0,13711553,2,0,211,214,2010-10-14 16:24:25.606276
308,c39174b4-d7af-11df-b633-123139042a22,24,2010-10-14 16:26:14.476501,2,False,False,19,1,20,0,0,0,13711553,0,0,211,214,2010-10-14 16:26:44.891735
309,04a90692-d7b0-11df-9e6d-123139042a22,24,2010-10-14 16:28:03.682470,2,False,False,19,1,20,0,0,0,13711553,0,0,211,214,2010-10-14 16:28:33.431436
310,2dce3cea-d7b0-11df-a950-123139042a22,24,2010-10-14 16:29:12.719054,2,False,False,19,1,20,0,0,0,13711553,0,0,211,214,2010-10-14 16:29:48.897343
311,f3b257de-d873-11df-8121-123139042a22,24,2010-10-15 15:50:36.581291,3,False,False,1,0,0,0,0,1,0,3,0,215,211,2010-10-15 15:51:09.596647
312,0f16da4a-d874-11df-9652-123139042a22,24,2010-10-15 15:51:22.538784,3,False,False,1,0,0,0,0,1,0,2,0,214,211,2010-10-15 15:51:41.726675
313,260b20da-d874-11df-81e6-123139042a22,24,2010-10-15 15:52:01.049145,3,False,False,0,1,0,1,0,0,0,1,0,215,211,2010-10-15 15:52:03.037596
